Temperature,Humidity,Voltage,Current,Power
30.29702957,37.17949479,16.86181173,0.793048162,13.3722288
36.58687095,22.83230939,0.79570313,5.576845557,4.437513465
11.7479374,27.89511184,20.31253464,3.073405586,62.42865743
39.51251812,58.89776466,39.11348175,5.174909118,202.4087133
40.97851379,18.46931319,86.7353663,3.726634306,323.2309916
19.81463369,32.32477558,19.27688592,9.857283275,190.0177252
34.96546459,50.3508467,88.26425727,1.531613344,135.1867142
15.59267772,41.27028651,107.0069241,7.707086459,824.7116156
47.36054656,44.37454446,42.50627489,4.719059753,200.5896511
9.404241866,45.52863602,113.5516457,1.298073636,147.3983976
40.01081746,32.83942939,44.80549656,2.691974694,120.6152629
7.37277691,38.32262509,98.68228762,4.088561704,403.468622
36.22585644,22.57152543,73.30746319,0.313437091,22.97727801
15.34369539,41.46751963,57.12294665,3.937583818,224.9263904
30.30642438,47.53118413,116.6025857,6.836067442,797.1031397
16.29480385,13.40495375,63.64247193,9.492444299,604.1226199
15.98880228,30.02879147,94.33012441,1.400685025,132.1267927
29.43291681,39.50408846,74.78614753,6.548995286,489.7741276
43.11487581,37.46478322,57.68538004,4.148449472,239.3048844
17.10311273,11.20924179,106.025298,2.718286781,288.207166
2.334199926,57.66448986,46.6308579,4.495233385,209.6165892
40.66243933,18.46716639,67.4604216,2.800370732,188.9141902
23.96741905,25.18068412,55.08923447,1.208476696,66.57405606
4.606040257,54.70776895,73.51199944,8.181518005,601.439747
44.13010827,24.93116001,71.9278961,3.270165304,235.2161102
11.971023,37.67489326,75.85801795,3.382350035,256.5783697
9.572406101,60.0497759,102.7232164,3.286147722,337.5636636
2.822782765,17.22121773,48.42047248,5.55307961,268.8827385
34.93437722,31.28892283,60.49545493,4.170635486,252.3044911
47.47198496,27.61017232,59.80074971,9.832766843,588.0068289
7.7039406,37.01946442,49.72241947,5.113824167,254.2717103
1.000590483,41.49102179,91.8828813,0.000889879,0.081764647
12.63746827,36.01790691,15.63030598,3.602782933,56.31259962
37.71232256,64.92562499,70.09636811,0.933629291,65.44402246
0.143494112,51.79644437,19.74395323,4.94738328,97.68090411
11.55776189,51.28637807,99.90018233,6.608646138,660.2049541
21.90817191,26.0775117,22.73597088,9.623303737,218.7951535
18.00536647,39.28613457,104.8177539,0.025286165,2.65043902
48.26341834,46.26595047,8.68045554,1.262467243,10.95879077
0.480120377,16.30252062,7.374082439,4.339319726,31.99850139
22.14793361,36.71913601,82.06629858,9.668571524,793.4638775
21.32247484,25.40859148,18.96564189,1.11111591,21.07302645
22.30241997,34.18982328,2.526654294,2.05022132,5.180200502
34.70028595,59.41311757,90.63602041,7.917066023,717.5713576
32.76996485,46.88309031,107.4566817,1.393945747,149.7887844
22.0392805,51.54800456,89.72140199,2.168686525,194.5775955
27.35870824,35.60615159,37.62145355,2.200721834,82.79435426
3.293447806,46.65680697,70.17095874,3.674763889,257.8617052
31.08386377,57.58432607,6.517878431,0.905018081,5.89879783
40.53053983,30.88678287,46.31665215,5.677552421,262.9652206
47.98653776,56.41714918,108.4677,2.836067037,307.6216685
15.98393787,48.14493342,67.24858636,0.904844229,60.84949528
5.286314073,45.25557755,118.9748641,7.593256176,903.4066216
4.743937639,13.98798505,15.69883385,3.365244918,52.83042084
21.94537203,48.05419563,99.82461543,5.462624325,545.3043725
43.63073013,56.24206745,39.03884109,2.120253383,82.77223488
32.88619724,50.69244828,101.315913,7.869571763,797.312848
6.594016523,22.68228406,53.24334707,8.18235719,435.6560837
6.660651282,45.47992423,114.2981848,7.922264874,905.5004947
31.38989376,61.39997994,20.05777715,7.073570719,141.8801051
13.8327074,26.20673631,0.511085597,1.017524812,0.520042276
11.89282947,22.81298679,97.37954238,9.687681074,943.3819497
47.63880574,60.66001045,16.81133845,2.944425579,49.49973494
35.25511219,30.65330487,44.87678483,9.283796181,416.6269236
21.18613332,46.78831432,34.29888702,2.945431767,101.0250314
27.06400978,26.42936506,76.21060326,3.40114484,259.2033
4.565642052,12.48660233,55.83316614,5.838523706,325.9832641
46.7457957,21.01571212,99.98904214,9.616561856,961.5508086
48.86541989,16.91800222,96.11032863,3.980951899,382.6105953
46.0321775,51.0143761,24.41645282,5.811136713,141.8873454
16.58686968,41.61210378,2.637351723,6.798720779,17.93061796
42.75724853,63.47617591,26.46130364,6.388362644,169.0444037
8.396050152,52.32940613,119.6167355,2.034284641,243.3344878
33.75095902,14.41909856,113.7823436,1.186389133,134.9901359
17.23240368,62.96197211,65.58324952,0.773575716,50.73360921
7.914945449,16.98367647,15.10388686,8.446408744,127.573602
6.248775144,15.47738581,42.81833043,3.587708042,153.6196684
4.225027723,57.95900114,110.7354821,1.771009355,196.1135748
42.13352674,11.39163182,27.72343664,3.749144277,103.9391638
24.58111267,48.62467144,103.3249599,9.313723978,962.340157
27.32070171,23.99656173,116.2124995,7.300735146,848.4366794
3.945549427,11.81224448,85.14073078,5.893333098,501.7626867
33.48494095,46.45745724,42.26291918,2.923696641,123.5639548
20.15884513,35.8104276,47.71522131,2.825520448,134.8203335
25.1450873,10.99444828,107.9305546,2.414125572,260.5579119
7.356142628,26.80851738,8.262690533,4.132307482,34.14397791
14.70058623,35.02564756,115.8033648,4.695729393,543.781264
13.39319487,34.52928025,96.93790801,5.541402699,537.1719851
45.13204975,23.9648424,90.37892053,5.188411926,468.9230691
8.993965763,57.57129568,28.25261938,5.241979129,148.0996411
42.76518448,25.31989185,94.07537873,5.779810167,543.7378305
22.50842296,44.72902554,28.98885548,5.653899061,163.9000628
6.425060308,31.88643393,119.2714135,4.652243424,554.8796491
31.60728169,57.1075289,48.24235169,7.927474557,382.4400156
12.45700054,39.58989468,23.65065827,4.177236082,98.7943831
11.14614579,49.41507015,28.59703758,9.421557187,269.428625
29.86292184,24.31425108,92.07402846,8.507141492,783.2867878
1.227616595,34.48796454,40.09486786,6.866129411,275.2965515
32.61997217,59.66935956,64.57541511,1.069901868,69.08935725
29.47239669,47.29482609,23.77586237,6.10843841,145.2333909
6.96960224,55.79180021,90.28421023,2.446795378,220.9069883
11.09941199,25.47275873,12.50199902,3.516197192,43.95949384
40.39919498,39.1074816,28.09934965,2.537769797,71.30968085
40.18345635,14.27614963,98.99657722,1.06363283,105.2960096
0.480150701,11.5736866,83.27067457,4.088987824,340.4927744
23.43334002,60.31237488,68.63777868,9.178334426,629.980487
9.74833721,17.18999535,20.6923029,4.256805581,88.08311049
1.245343167,33.1373048,61.67948017,0.12647824,7.801112096
40.07868974,31.90375806,74.36173784,7.520273911,559.2206371
4.325455845,17.34456177,101.1879473,2.833961537,286.7627507
36.69595161,63.74575608,56.64015411,7.864366654,445.4389393
1.400770301,26.12578613,51.33837945,7.404072394,380.113078
33.74676978,51.93015973,101.8980189,7.087163951,722.1679659
49.056868,15.22227928,36.02290432,7.436402238,267.8808063
20.18885906,33.15272616,58.45690606,5.061887344,295.9022729
35.92447866,38.82102595,117.737084,1.760694414,207.2990261
3.872287414,22.38657376,89.62270021,9.433864359,845.4883972
5.591854066,35.97287911,117.362636,6.953219909,816.0482175
6.159459596,16.61076509,72.34928624,8.687252646,628.5165283
31.37049964,59.4878081,116.8645889,3.418847167,399.5421687
29.27765614,36.83883461,51.50503722,1.735651823,89.39481175
35.51527881,32.21391757,87.74664333,0.862647533,75.6944254
43.49521126,19.65674779,2.447875195,5.876361427,14.38459938
9.738364785,34.62825158,3.844687025,4.183833501,16.08553037
3.255522871,64.64862778,32.16046961,9.706706427,312.1722371
40.8054454,33.01242972,33.59439182,2.665971216,89.56168161
33.11206825,14.75186456,84.92501617,5.699117125,483.997614
18.35653002,59.09565173,36.88683566,4.799621738,177.0428583
45.62341636,45.5093491,100.1807656,1.018680471,102.0521895
12.22663885,38.92372348,45.30558198,5.669051515,256.8396782
35.69993333,21.07969789,117.9154893,2.377923414,280.394003
10.27395101,50.65290238,113.111698,5.702833798,645.0572144
12.61924379,20.50223009,96.9260248,2.002137235,194.0592033
48.2917865,53.12296019,19.91540242,4.158720217,82.82258666
12.60406366,50.73878882,103.6607585,8.768785292,908.9789347
7.960117959,17.09601877,94.61511716,3.277086129,310.0618881
15.50480487,56.29018006,6.470730786,5.731416514,37.08645328
19.90904583,35.88161496,18.38822381,6.879191571,126.4961142
46.77926938,42.4648473,4.50809747,5.679952945,25.6057815
38.88429529,22.47640921,66.11149282,8.672082143,573.3242963
35.14845899,12.11156997,32.6455231,1.179066715,38.49124968
8.181781522,34.90556556,108.6799662,6.355302226,690.6940309
18.43973333,13.09810176,20.86646604,1.405407361,29.32588498
10.00571157,14.75004268,113.3893523,2.467721705,279.8133658
47.08710801,22.17128765,104.1799278,9.241797425,962.8097886
0.54905413,34.60430495,36.8505324,5.968802151,219.9535371
24.75636826,41.49342567,18.13911931,3.412835166,61.90582426
23.0775968,30.43695693,27.16451446,3.650479825,99.16351199
5.684460281,35.06820417,76.63567743,5.495865948,421.17941
10.7338856,18.89911894,32.02454601,8.544996956,273.6496482
39.4495744,43.38294225,25.30132435,5.192329403,131.3728103
12.64211384,18.66912473,86.74718573,8.608787861,746.7881195
13.54977025,58.4393832,32.4540124,4.0007463,129.84027
38.46614385,59.10796592,2.751506017,4.010524607,11.03498259
31.40150307,17.36069054,22.58782925,0.603830814,13.63922732
40.65468178,49.15036551,84.08482986,9.680917308,814.0182847
23.03769068,14.33356192,32.64398771,0.246092025,8.033425039
45.83144536,32.55335291,117.8797676,3.55672076,419.2654167
26.81190746,23.44961915,28.69517796,7.481793865,214.6914064
46.87124384,35.37634607,51.90978537,1.085188313,56.33189242
49.33398209,22.01602216,79.56893615,8.355009529,664.7992197
10.163252,59.06030194,14.74180656,6.508614252,95.94873228
24.06660508,41.80035447,69.73229469,5.834262572,406.836517
20.44125677,37.13281256,91.58444979,8.403780909,769.6556507
4.497572323,35.04024569,47.25976106,1.448039913,68.4340203
24.25266717,25.99945843,18.51526251,5.157908376,95.50002759
7.118351611,47.33378316,109.1732811,2.740821741,299.2245024
42.17527928,59.27840132,33.1392636,1.793902504,59.44860796
18.72184214,11.53482963,78.46132503,0.178850388,14.03283842
48.75248882,32.90522461,103.2062175,8.317094852,858.3759006
5.664147242,52.33482643,28.31867557,5.616651745,159.0561386
9.879190667,11.72848561,0.033459629,1.80852943,0.060512723
21.38892431,28.71364214,61.47792646,8.751955366,538.0520684
37.26463557,30.3440655,87.5930171,4.668519049,408.9296689
27.3504759,39.7480005,66.78610801,6.970189749,465.5118454
13.84878764,12.76422877,76.20360642,2.202028011,167.8024759
47.87651952,28.88206286,113.7671546,5.886423947,669.6817033
1.034910688,34.3161067,37.37931849,1.365323347,51.03485623
0.662867838,39.04663332,38.78186043,6.743172532,261.512776
37.70590025,47.4921392,71.45628031,2.561198878,183.013745
40.62779632,64.30027662,45.42487186,9.259792719,420.6248977
11.88933704,49.01511673,80.62615233,4.407834155,355.386708
31.35129798,44.41378837,71.3434951,6.972596725,497.4494203
38.10250902,29.48807314,88.20334883,9.853763258,869.1349179
12.12079245,46.94278591,82.49760543,0.803135482,66.2567541
29.41547114,15.49818765,12.98859233,2.068049409,26.86105069
30.45395743,25.58266336,82.80996094,4.853208596,401.8940143
44.75792298,26.19133368,54.86863643,5.263053851,288.7765883
21.8120439,29.76704261,34.23738897,6.720713586,230.0996852
29.22519115,26.22590657,16.86439749,8.138822243,137.2563334
29.2442924,21.3529829,66.48498406,8.2261638,546.9163691
5.140526507,11.26019168,29.25778412,6.855182227,200.5674417
14.83023069,45.74046908,59.3108175,9.735520915,577.4217043
11.81541369,42.92925922,27.99502518,8.361088753,234.0688902
47.79049677,37.68970411,82.96694398,0.3229039,26.79034978
31.04099162,55.24418822,4.183241495,2.428145829,10.15752039
29.86345407,55.14097093,63.73249094,2.196124732,139.9644996
14.11572691,48.29254918,8.996490671,0.755479807,6.796667036
19.10281942,43.49295526,10.90541843,0.41050209,4.476697057
3.861137495,61.26711934,38.92766319,2.766838181,107.7065448
25.07457453,25.08545611,21.46785934,5.827346051,125.1006453
17.39803369,34.40079763,75.4517223,1.081797474,81.62348259
25.53949419,16.55616198,110.4880809,5.484937714,606.020242
0.72113652,44.57538151,109.9497647,0.478123001,52.56951145
30.32166975,61.94803721,97.41510082,7.321646785,713.2389597
27.23165686,58.96202325,106.8942582,6.369338641,680.845729
47.61432554,12.72986104,69.65748248,3.152872838,219.6211845
45.01852781,63.87221122,102.72428,5.341726508,548.7250093
17.70371375,58.01552806,90.30071178,6.807666516,614.7371319
7.649610266,50.72602015,88.865059,6.212031206,552.0325196
18.28047218,31.08307375,82.82908889,6.110887653,506.1592566
31.09128717,36.1316324,3.081437213,8.047832399,24.79889024
41.19297249,45.22782642,107.7520325,6.030595548,649.8089272
32.66258205,27.08091987,57.03525859,0.255006585,14.54436652
32.74285021,23.72496832,82.64527805,0.546738145,45.18532601
47.69000443,24.14980207,85.90035075,2.249290207,193.2148177
7.977084349,12.39943755,0.337977942,1.039248099,0.351242934
8.002003476,35.8867026,79.754225,0.600997972,47.93212748
27.83362937,18.74241532,103.9013106,5.011392702,520.6902696
43.38875433,18.29968212,83.21960324,1.648336303,137.1738931
47.03614079,16.27723692,87.32238974,1.125383742,98.27119772
12.95818329,56.30556469,83.35561989,3.017244648,251.504298
22.45208046,47.46466625,77.23028996,3.719205596,287.2353266
34.44532834,23.74585871,80.05447737,7.204388462,576.7435531
26.03817996,18.4249651,26.01599336,0.832871887,21.66798948
5.402869125,63.05518425,99.43847953,5.923765949,589.0502791
15.66287806,44.5882641,14.1522968,0.582643673,8.245746186
29.41612906,59.52111944,13.81888495,3.987012323,55.09606457
14.31995431,63.12863316,118.877579,2.80799111,333.807185
48.11201152,11.14814232,64.36494223,0.587544531,37.8172698
5.12780095,48.82593698,70.02587588,3.62552236,253.8803788
22.03506637,60.13734921,24.03784502,6.281158494,150.9855144
45.80371774,46.19782519,33.2169668,4.380999094,145.5235014
28.50330293,13.9896702,119.3195703,1.930658416,230.3653325
34.02919811,41.40506747,43.20226369,0.617790925,26.68996645
23.0928898,38.69583073,37.73016708,3.553273396,134.0655989
10.59220351,51.14861504,98.85004964,8.747843268,864.7247412
33.96757163,39.26536371,22.56290361,2.731919484,61.64003598
46.06072085,30.59547647,57.28897136,1.7890327,102.4918431
49.38668019,34.0217717,57.92546289,6.300339664,364.9500914
16.90028441,15.27138177,15.4161802,7.780146574,119.9401416
33.46585869,40.47507064,103.0251837,3.457702935,356.2304802
27.13528447,21.9914127,23.11865786,2.095665815,48.44898096
19.84356891,33.33339641,30.19445101,2.283394636,68.94584746
12.64420555,30.76866791,82.01206203,2.49306143,204.4611087
9.266598587,62.61787799,21.03602588,8.660621612,182.1850604
8.331256438,37.60719793,109.0003257,8.061143684,878.667287
40.85737193,44.58536719,11.11960118,2.463888296,27.3974552
10.48024572,11.3801964,16.25344664,1.433156784,23.29373731
40.32860325,32.86108434,116.7440444,5.186265377,605.4655954
27.75489092,64.67465552,84.86916589,1.089173312,92.4372305
24.98264708,52.91892087,119.1351372,5.269643931,627.7997525
15.54797159,38.9569556,74.61615087,8.800958856,656.6936738
47.97468012,26.35406677,50.65861523,7.150339161,362.2262803
16.15194407,21.70835575,51.7920994,3.473138926,179.8811565
46.91124772,62.14033837,76.02589055,9.819003502,746.4984855
2.330990244,22.41614416,9.657930704,0.104035961,1.004772102
14.77404479,60.21611328,19.10285241,6.775859968,129.4382529
21.56809739,26.68022231,64.4872417,1.504886179,97.04595875
0.02513403,20.25398524,87.33574295,1.278929222,111.6962338
9.567448061,56.37483182,91.37923112,9.130204767,834.3110916
38.333462,30.17275251,80.67278299,1.282530914,103.4653381
30.45434548,43.44237169,91.33172458,3.935923106,359.4746451
16.92632865,58.13079221,75.76962659,0.892247162,67.60523429
26.09148056,52.35959799,1.313572568,4.242846737,5.573287086
46.13200366,63.83438962,29.54266786,7.671763977,226.6443751
27.29210233,45.54304297,90.57112904,8.591388595,778.131765
20.31155379,39.12745308,0.963722494,5.139216172,4.952778226
48.24013713,49.48457407,48.73134496,2.892920717,140.9759174
1.816204726,48.87550563,75.74541702,4.80994921,364.3316088
1.446948437,24.48286005,110.7379702,7.100156574,786.2569271
7.549018342,15.90724872,46.61893748,0.958385095,44.67889482
30.48940018,28.82947371,76.59421068,6.60432495,505.8530566
16.55388439,34.84117221,103.6189928,8.331934828,863.3466951
17.12102991,21.62029562,119.683139,1.692717515,202.5897456
42.78729323,39.15353752,41.1621753,9.015490234,371.0971894
4.363992683,27.48169387,1.414195641,7.24515772,10.24607047
36.74531435,42.11526713,84.75180352,4.32680938,366.7048984
1.994715544,17.13132537,71.31713741,8.903670909,634.9843216
15.39003227,24.1553394,38.59773102,0.042808037,1.652293098
1.264556404,21.00180748,8.420575727,4.527611497,38.12509547
34.96425532,51.13872959,39.41868357,3.164054831,124.7228762
35.35202491,15.56323179,110.1501003,0.062726309,6.909309226
23.8191238,46.89242686,115.6728696,8.96927255,1037.501494
11.69806884,59.22908243,29.91284028,0.98772624,29.54569726
45.50922267,33.6314991,52.37147091,7.352078231,385.0391512
4.223712763,45.42166919,116.2324643,9.87659383,1147.98084
8.946271082,28.15134006,27.73338756,3.116695567,86.43652606
7.145905095,53.12365832,93.56329349,2.17325308,203.3367158
45.45451771,61.40577427,111.4016011,7.269834696,809.8712251
12.52797946,27.58124888,33.38071847,1.738936085,58.04693589
35.40071753,28.31449317,38.54979669,2.653745891,102.3013646
31.14725519,12.67317385,18.2067029,2.717956045,49.4850182
10.16124068,55.15758527,34.76534531,3.943765262,137.1063612
12.40562103,40.82751575,84.32846393,0.312366924,26.34142288
21.12606663,23.62499321,92.6749394,9.836766765,911.6217639
26.64739367,40.51387647,33.35459166,3.251647067,108.4573601
15.64717294,35.624358,106.2462238,2.700198543,286.8858988
18.70692157,30.17875461,16.67991488,8.897158207,148.4038416
45.4971893,45.45636877,101.1774055,6.211011095,628.4139878
12.6419973,33.39637447,111.0577951,9.706424478,1077.974101
15.53622238,21.21189907,75.75629669,4.738998762,359.0089962
41.79380063,54.78631053,62.03354167,1.215093923,75.37657951
3.01477769,44.78188186,46.57474762,5.310962785,247.3567513
14.5378028,39.0072544,3.967047616,3.903279487,15.48449558
22.79046757,16.50963498,119.0317082,4.470730283,532.1586625
47.42277401,14.88254092,104.1005793,8.866683358,923.0268741
36.92668406,35.21838355,40.17654239,3.542757141,142.3357325
45.84700564,25.81771112,75.65221287,2.125250953,160.7799375
14.5963585,23.92487084,12.33336589,5.674498687,69.98566856
0.646113761,22.24987852,6.089847638,4.932714085,30.03947722
15.7116345,15.79809792,34.79581342,4.157914092,144.678003
18.21498153,47.59139932,103.743645,2.843264331,294.9706054
47.14741912,14.62108967,57.58881299,4.543273079,261.6417037
29.86686536,46.48358843,109.3964035,1.23025394,134.5853564
40.73590656,60.13238869,62.93565913,8.350603632,525.5507437
1.106473363,52.89397763,91.53928045,2.262218879,207.0818884
30.47140372,43.71652296,86.0923617,2.745826034,236.3946481
37.07827658,24.71795414,77.21499213,2.260072629,174.5114903
7.730188312,46.10335103,42.60419841,5.674209497,241.7451472
16.87596732,25.06563983,79.54690293,4.208137401,334.7442973
5.135797977,47.06609652,91.84917327,2.412895537,221.6224603
31.04103248,48.54676202,52.16557871,6.633360193,346.0330732
26.35160597,21.62190339,16.77474668,4.123009092,69.1624331
10.05117488,54.15554218,92.38720755,2.389318846,220.7424961
49.89795217,37.89900949,32.60530852,2.661773301,86.78793969
23.16589872,53.75466816,61.68708016,4.694926615,289.6163144
12.11707887,20.22149179,51.62720272,0.54213447,27.98888619
8.645633078,15.60671178,101.7098516,1.082027639,110.0528706
39.98442901,38.47021874,22.1506251,7.512343844,166.4031121
48.79252294,16.17845505,80.11649849,7.928944449,635.239266
17.86496521,57.05582391,108.9064426,0.49525137,53.9360649
49.91458843,30.25410257,4.05576937,2.270203226,9.207420707
39.79411642,33.20902945,112.4357699,7.796485241,876.6038203
27.4038275,62.12334178,6.45713412,7.142372486,46.11925708
30.06118138,54.93812622,66.79077581,4.166573059,278.2886471
26.76684934,14.62278986,3.403401296,1.964405585,6.685660514
5.727063957,29.382258,85.41643028,1.52576972,130.3258029
21.07683282,54.08772772,11.99113588,1.690674319,20.27310549
43.07208755,27.46640352,74.78322339,7.712146471,576.7391724
29.12669484,46.94345721,2.218744351,9.014994014,20.00196704
39.77456059,19.32378825,96.35018329,1.79296276,172.7522906
41.28235081,58.54024496,107.0683354,0.366668826,39.25862084
35.5847563,60.81453431,14.47967917,2.965748971,42.94309361
36.56511119,38.79917865,111.2853531,1.568595386,174.5616915
1.796636655,34.42291677,101.8915108,6.108809768,622.4358562
25.60891738,48.49211949,69.01347434,4.433982125,306.0045116
40.02257386,44.65655184,51.57233017,1.357851125,70.02754654
39.65225802,24.86581259,48.99524238,4.718746913,231.1961487
16.18690875,47.54540421,35.35191512,3.191484454,112.8250875
30.96980226,53.53844131,16.76180622,2.292610375,38.42829085
24.87698621,27.92545602,17.39874096,7.277948973,126.6271489
47.56473466,62.00631625,40.84574034,2.605260236,106.4137831
4.462082638,59.29799747,46.44283106,1.861305589,86.44430102
43.15035942,56.26415495,51.75604905,5.096744999,263.7873842
18.00998451,57.75813346,63.09071848,6.952400949,438.631971
7.542608322,57.91010638,104.8019924,2.362259443,247.5694961
46.53663816,10.1038697,0.391158428,6.920792826,2.707126441
45.52971534,28.67962481,34.54141669,0.881139886,30.43581997
0.842739752,18.74496479,107.4219176,8.530278557,916.3388802
6.756144481,58.75728708,115.1711873,8.482403239,976.9284523
46.16209167,26.73618334,67.35562327,9.646596017,649.7524872
7.051703654,62.71074719,112.8485941,3.03744576,342.7714837
47.19125387,14.21161915,15.57447067,6.733769696,104.8748986
35.13891885,37.67964791,52.37079895,2.731158077,143.0329306
31.28470474,24.82433254,93.93857431,3.891838409,365.5937516
32.60458134,26.9743907,116.1849487,0.763243793,88.6774409
43.6418719,46.79104959,109.5659483,5.755123246,630.5655359
43.91150261,44.51532094,14.38946135,4.300447976,61.88112995
39.04791907,64.81370367,62.38327525,9.078873665,566.3698748
43.53563776,33.09061775,111.8625325,8.037082967,899.0484546
16.13618468,20.05523947,38.24782106,3.314801383,126.7839302
42.70913297,59.85741458,60.07048119,3.69176117,221.7658699
23.23460826,47.27300327,57.49510124,7.512006305,431.903563
25.62214444,10.82138032,35.02256537,7.951166339,278.4702429
38.4076759,26.94808276,19.31788509,8.423312452,162.720582
11.18889297,45.48221654,93.79831667,5.98064748,560.9746662
23.38096551,20.16848105,107.2274557,0.327665443,35.13473179
1.11162272,29.89150681,116.3203874,9.429451237,1096.837421
7.894523105,58.53750846,28.98177772,6.358651177,184.285015
16.99095838,39.58242818,96.07447483,3.06336647,294.3113248
19.92357311,64.27625655,62.35197041,2.391901048,149.1397434
19.82043648,46.75734698,119.147922,4.078725234,485.9716362
45.56840632,51.25359322,119.0602727,1.587719342,189.0342978
33.91186927,27.13000544,95.18103526,0.150568686,14.33128341
5.577660298,53.69968303,88.43382826,0.7493334,66.2664212
39.3287667,11.25267285,116.978419,4.781079256,559.2830923
30.03123362,38.16741274,22.68101035,8.58202474,194.648992
17.82433055,17.9239651,28.6728645,5.503015406,157.7872151
41.9580621,56.53885123,107.0828915,6.000967563,642.6009581
46.97255019,34.0143427,84.07302486,1.72156909,144.7375209
25.29951276,20.23938323,35.67864922,3.571870749,127.4395235
25.83548949,25.55144056,10.19581212,0.422410981,4.306823
0.024532994,45.48600889,79.22414399,9.702209399,768.6492344
15.05063993,37.0540251,67.89705064,4.645831876,315.4382821
48.88135517,31.89312661,85.36740966,1.006914839,85.95771155
8.928811451,14.04934025,110.4680109,3.616262792,399.4813576
4.142251097,34.71540427,48.66189193,2.267209343,110.326696
25.58281001,57.00319178,77.63329911,6.560838954,509.3395729
16.33117848,32.24889208,12.36470931,2.912160128,36.00801345
18.02274424,26.22101849,39.77344228,8.883239709,353.3170218
35.94516343,57.41185275,62.9253227,6.18623874,389.271069
37.37971808,53.42749056,37.71527052,7.174060421,270.5716295
34.86377748,47.57715243,85.58406701,8.503352082,727.7514544
33.95812529,62.23100615,42.40527397,9.09856834,385.8272832
40.92764571,27.75552991,63.12241271,0.18330197,11.5704626
7.672682163,56.30705761,119.1229923,0.382205191,45.52942601
46.2373659,45.44561633,80.23743109,3.030259698,243.1402537
0.181899429,32.23485511,105.8299724,9.918805344,1049.706895
6.297951649,49.62326182,88.35019666,6.531934037,577.0976568
2.703937036,28.24481599,64.93677412,5.178721132,336.2894444
3.357010349,26.0370434,17.11819761,2.625236883,44.93932373
21.07355971,57.81223826,12.42356894,2.669438938,33.16395869
45.6513333,18.05805679,2.848131714,0.479482547,1.365629448
45.58756473,54.21131857,73.45674119,3.993517156,293.3507562
38.01218452,34.25974168,80.01245656,1.806381989,144.5330604
34.35330567,17.19251976,34.0642347,0.916668987,31.22562752
32.29662989,29.89763242,104.2559429,2.406386606,250.8801045
27.96851905,60.97629553,72.67867437,9.066736308,658.9583757
14.99088089,28.92998004,110.023626,6.612229866,727.5015059
32.2506028,44.7439094,62.02846628,8.642253213,536.065712
25.26113305,47.46701967,6.440030405,3.140789135,20.22677753
30.71697642,17.27087649,9.997520733,1.262981849,12.62668722
17.31930677,49.18600639,60.36452847,0.626572086,37.82272853
3.11670303,52.32353177,52.59020403,1.295783819,68.14553543
44.78325643,28.86299332,105.6933553,2.57161617,271.8027416
46.30755448,32.615886,8.643616126,6.180592087,53.42266543
41.67647658,14.62662072,106.0772359,8.638862934,916.3867011
30.48444358,19.557259,95.22810284,6.628757629,631.2440132
